group,key,input,output
0,00112233445566778899aabbccddeeff,8b03efc27b27c66d137b02c2444fd03e,873dd1b19c8b2b01ce6f3c1c23ef0f7e
0,00112233445566778899aabbccddeeff,2be2c92cd12c8bcf0ebdf7a2af358580,dcddbc012959c8894b7350729adc5301
0,00112233445566778899aabbccddeeff,fabd8a91ff9d18ee21bd3a61770eeaee,9152382e7d7a733d56ae9e417f733d50
0,00112233445566778899aabbccddeeff,23d35646b5203ee20550e22defc2948b,f11735d57dfec267db0211a704af22bf
0,00112233445566778899aabbccddeeff,4d796c514f7da78093488f2572d0aac3,71644f21f7765161013539b3586554cc
0,00112233445566778899aabbccddeeff,16fed2a3d2fca74580c59651be247bf1,5ec23953f5247fff2083d474a8a7a2be
0,00112233445566778899aabbccddeeff,6dc78982f718e695c3a8d21c7e8ba45a,ea38ad694e9466bb658d56ccc3e7d937
0,00112233445566778899aabbccddeeff,f2e8b333eee15f56cbcc595322b4852b,d8a6bf25c12fc0308ee6f269bb838d93
0,00112233445566778899aabbccddeeff,47c5bb5e265859afef62f12a3992a76b,a246cbf3fa205bfe6fdf50a04640d0b2
0,00112233445566778899aabbccddeeff,d2a6cf3f74580f96178fc1210c1b266e,e59390a8f2e8fb804db8d95a19ddbcd4
0,00112233445566778899aabbccddeeff,cc8baf28833158f8f7aa9109902f2a6f,5cbc3992f00541ce3d9f3ebfe79cadee
0,00112233445566778899aabbccddeeff,be2111ab48a2b1bf175a243156934be2,32254a317657c6fc1743fad6240aa2ac
0,00112233445566778899aabbccddeeff,802348fd2af7fe2024adc56f53e258f8,368bef923d44fefe6617b505bfe04170
0,00112233445566778899aabbccddeeff,914d99b797d44fe296fedc3ee6110620,3806eb9b8b6c85915c45a169b9dd2b50
0,00112233445566778899aabbccddeeff,5125cf6993021bd2f3f9c67e3da5f062,5107e4c2efbb89c27b3ded130b37279e
0,00112233445566778899aabbccddeeff,0bbe699a7a26df2f2ba6bccc3e5fdbcd,43f61b4e51556b00a35900268696fe34
0,00112233445566778899aabbccddeeff,0df69b9052e98febf87fc1646b8a22a3,0770eb1c43ae9b90622c9b2b0383c8b4
0,00112233445566778899aabbccddeeff,02b80d78796a886a0e851c76e3f7be20,6cdb03cc8f887a0c1a072b43b6bc7e01
0,00112233445566778899aabbccddeeff,f2f3c8dbf9ba823346e20b853a2e6900,eb25a87cf64c9f0486ce9313f51c9c96
0,00112233445566778899aabbccddeeff,2dd585e5bdeb7d1681560bfc53289fc9,156b000964209f1e1af54d7334bc6c32
0,00112233445566778899aabbccddeeff,952608da884232541ea793ced11c7e54,6d8c8d320feb4cddbc43fbc5cb22c8f3
0,00112233445566778899aabbccddeeff,2948bc6c19fcc07de3ee43916c6b09ad,ccaab73c7700091c4253cd64b2e164e8
0,00112233445566778899aabbccddeeff,e34c8649eaf53505983e4e1c849dbd91,1b5a7bd00882b847d68fc4f4557c8c5a
0,00112233445566778899aabbccddeeff,0ffb2997cc2c0acb61f4388ecffcc44f,0eea776f1d1769a4315d8abe1eed1608
0,00112233445566778899aabbccddeeff,f7602827be5fe596b7099d87dd5d2489,5bbed92372b5501c0a8f4f23a3d0f196
0,00112233445566778899aabbccddeeff,8a49b677ab0d26df3c1c2cbe2fa5ed3c,7781b814fe137e0038b8b010c7fbf708
0,00112233445566778899aabbccddeeff,883f4a7633163aa720856af420b19b94,fabce81af18b111f8d9bf340813782c0
0,00112233445566778899aabbccddeeff,cfd20abf1f26bb325cd0a391ee9e7f40,7d9d1c1374cc1d9c0481c59a2e78eb59
0,00112233445566778899aabbccddeeff,dacf9c90b547de3ff52f5af511ff4e1b,388bf70ccae39b8f1e3d0cecfdedef83
0,00112233445566778899aabbccddeeff,6cb8a5020d500fd7ce4df87023bf62e3,089fe9b5d3f405619a2a53912ee192b7
0,00112233445566778899aabbccddeeff,f36891afe92776406fe0361b8684652f,b5e2d51f487f7ca072145234f52ea4df
0,00112233445566778899aabbccddeeff,bd84270b816ed23d8d276f6d08af465e,9c63d35684c5cbb176fea88df6fffe04
